cov_nr,arm,arm_explanation,needs_discussion_arm,needs_discussion_arm_explanation,n,time_intervention_days,time_followup_days,time_total_days,needs_discussion_time,needs_discussion_time_explanation,diagnosis,gender_pct_female,gender_pct_male,gender_female_n,gender_male_n,needs_discussion_gender,needs_discussion_gender_explanation,age_mean,age_sd,age_se,age_other,bmi_mean,bmi_sd,bmi_other,bp_systolic_mean,bp_systolic_sd,bp_diastolic_mean,bp_diastolic_sd,bp_other,smoking_status,pack_years_mean,pack_years_sd,pack_years_other,smoking_status_other,fev1_pct_mean,fev1_pct_sd,fev1_other,disease_severity_other,healthcare_setting,healthcare_setting_explanation,healthcare_setting_confidence,healthcare_setting_confidence_explanation,health_literacy,health_literacy_instrument_name,health_literacy_instrument_value,health_literacy_instrument_other,digital_strategy_excludes,digital_strategy_excludes_explanation,digital_strategy_provides_equipment,digital_strategy_provides_equipment_explanation,needs_discussion_equipment,needs_discussion_equipment_explanation,digital_strategy_provides_training,digital_strategy_provides_training_explanation,digital_strategy_provides_ongoing_support,digital_strategy_provides_ongoing_support_explanation,digital_literacy,digital_literacy_possession,digital_literacy_frequency,digital_literacy_skills,ses,ses_income,ses_living_situation,ses_relationship_status,ses_job_status,ses_living_location,educational_level,ethnicity,_metadata,healthcare_setting_label
4986,control,conventional hospital,False,,22,,,,True,Intervention duration (hospital stay until discharge) not reported; cannot determine time_intervention_days,COPD,63.64,36.36,14.0,8.0,False,,73.0,9.6,,,,,,,,,,,,,,,,44.0,15.1,,FEV1_L_mean: 0.99~FEV1_L_sd: 0.49~SpO2_mean: 95~SpO2_sd: 1.8~other: MMSE_mean: 27.3 (SD 1.7),2,conventional hospital admission,high,,0,,,,0,,0,,False,,0,,0,,False,,,,True,,,Partnered: 22.73%,Retired: 81.82%,,7 years or less: 31.82%~8-9 years: 9.09%~10 years: 50.00%~High school: 9.09%~None: 4.55%~Vocational: 59.09%~University: 36.36%,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:02:10.856333', 'study_info': {'n_arms': 2, 'arm_labels': ['virtual admission', 'conventional hospital']}}",Secondary
5203,treat1,Home Telehealth (TH),False,,115,365.0,0.0,365.0,False,,COPD,21.74,78.26,25.0,90.0,False,,71.5,8.0,,,,,,129.8,15.5,72.9,10.0,,,,,,,34.2,9.1,,"mMRC_distribution: II: 30.43%, III: 44.35%, IV: 19.13%~COPD_hospitalizations_prior_year_mean: 2.0~COPD_hospitalizations_prior_year_sd: 1.3~Barthel_mean: 95.0~Barthel_sd: 9.9~Charlson_mean: 2.4~Charlson_sd: 1.5~other: COTE Index: 1.7 (SD 2.08)~CAT_mean: 18.6~CAT_sd: 6.8~EQ5D_mean: 0.8~EQ5D_sd: 0.2~Goldberg_anxiety_mean: 1.5~Goldberg_anxiety_sd: 2.3~Goldberg_depression_mean: 2.5~Goldberg_depression_sd: 2.4~SpO2_mean: 90.6~SpO2_sd: 4.7~HR_mean: 83.4~HR_sd: 11.8~LTOT_hours_per_day_mean: 18.9~LTOT_hours_per_day_sd: 3.7",2,home-based telemonitoring with remote specialist support from hospital pulmonology team; patients recruited from five Madrid hospitals,high,,0,,,,1,Inability for the patient or caregiver to understand the TH procedure,1,"pulse oximeter, blood pressure gauge, spirometer, respiratory rate/oxygen therapy compliance monitor, free 3G modem (2 Net Hub) installed at home",False,,1,healthcare personnel installed equipment and trained the patient or carer on its use; instruction sheet provided,1,Monitoring Centre staffed by nurses with specialist training in telemonitoring programs; telephone assistance available (Q3 and Q4 of satisfaction questionnaire),False,,,,True,,Alone: 2.61%~With partner: 73.04%~With other relatives: 8.70%~Other situation: 15.65%,,,,Unschooled: 16.52%~Primary: 40.87%~Secondary: 26.09%~University: 16.52%,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:03:31.651976', 'study_info': {'n_arms': 2, 'arm_labels': ['Telehealth (TH)', 'Routine Clinical Practice (RCP)']}}",Secondary
5203,control,Routine Clinical Practice (RCP),False,,114,365.0,0.0,365.0,False,,COPD,17.54,82.46,20.0,94.0,False,,71.3,8.9,,,,,,131.9,16.5,74.9,11.7,,,,,,,32.2,8.8,,"mMRC_distribution: II: 24.56%, III: 49.12%, IV: 16.67%~COPD_hospitalizations_prior_year_mean: 2.0~COPD_hospitalizations_prior_year_sd: 1.2~Barthel_mean: 94.6~Barthel_sd: 10.8~Charlson_mean: 2.4~Charlson_sd: 1.5~other: COTE Index: 1.6 (SD 2.16)~CAT_mean: 18.6~CAT_sd: 6.4~EQ5D_mean: 0.8~EQ5D_sd: 0.2~Goldberg_anxiety_mean: 1.8~Goldberg_anxiety_sd: 2.5~Goldberg_depression_mean: 2.9~Goldberg_depression_sd: 2.5~SpO2_mean: 90.9~SpO2_sd: 5.4~HR_mean: 82.3~HR_sd: 12.0~LTOT_hours_per_day_mean: 18.8~LTOT_hours_per_day_sd: 3.5",2,routine clinical practice at hospital outpatient clinics; patients recruited from five Madrid hospitals,high,,0,,,,1,Inability for the patient or caregiver to understand the TH procedure,0,,False,,0,,0,,False,,,,True,,Alone: 2.63%~With partner: 65.79%~With other relatives: 13.16%~Other situation: 18.42%,,,,Unschooled: 7.89%~Primary: 50.88%~Secondary: 26.32%~University: 14.91%,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:03:31.651976', 'study_info': {'n_arms': 2, 'arm_labels': ['Telehealth (TH)', 'Routine Clinical Practice (RCP)']}}",Secondary
5232,treat1,self-monitoring group,False,,41,182.0,0.0,182.0,False,,COPD,43.9,56.1,18.0,23.0,False,,71.76,7.28,,,,,"Median 28.10, MAD 4.15",129.9,20.5,75.37,10.63,,Currently smoking: 12%~Never smoked: 11%,,,,"Years since quitting: median 15, MAD 10.38 (n=31)",,,"Median 0.53, MAD 0.13",disease_duration_years_median: 4.5~disease_duration_years_mad: 5.19~FEV1_L_median: 1.26~FEV1_L_mad: 0.67~FEV1_FVC_ratio_median: 0.58~FEV1_FVC_ratio_mad: 0.16~CAT_mean: 15.54~CAT_sd: 7.65~exacerbations_prior_year_median: 1~exacerbations_prior_year_mad: 1.48~ED_visits_prior_year_median: 0~ED_visits_prior_year_mad: 0~hospitalizations_prior_year_median: 0~hospitalizations_prior_year_mad: 0~GP_visits_prior_year_median: 1~GP_visits_prior_year_mad: 1.48~other: Never been in exercise/rehabilitation: 68%~other: Never used technology: 78%~other: No medications on hold: 59%,2,home-based self-monitoring with hospital-based RT oversight; clinical responsibility lies with hospital respirologist/RT,moderate,"Step 1 split: clinical responsibility lies with hospital specialist (suggests 2), but delivery is home-based via kit (suggests 3). Step 2 provider type (hospital-employed RT provides training and monitoring) confirmed 2.",0,,,,1,patients without Wi-Fi internet access in their homes; inability to use the technology because of physical or cognitive impairment,1,"Cloud DX Connected Health Kit including tablet, Pulsewave wrist cuff monitor, oximeter, weighing scale, and thermometer",False,,0,,1,option to email or call clinic with nonemergency questions; Cloud DX staff monitored extreme levels and contacted patients; regular bug fixes throughout trial,True,,,Never used technology: 78%,True,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:13:03.910172'}",Secondary
5232,treat2,remote monitoring group,False,,41,182.0,0.0,182.0,False,,COPD,43.9,56.1,18.0,23.0,False,,71.98,9.52,,,,,"Median 23.40, MAD 6.52",125.65,17.34,74.48,8.83,,Currently smoking: 24%~Never smoked: 23%,,,,"Years since quitting: median 13, MAD 11.86 (n=24)",,,"Median 0.50, MAD 0.25",disease_duration_years_median: 7~disease_duration_years_mad: 4.45~FEV1_L_median: 1.17~FEV1_L_mad: 0.43~FEV1_FVC_ratio_median: 0.54~FEV1_FVC_ratio_mad: 0.19~CAT_mean: 19.15~CAT_sd: 8.18~exacerbations_prior_year_median: 2~exacerbations_prior_year_mad: 2.97~ED_visits_prior_year_median: 0~ED_visits_prior_year_mad: 0~hospitalizations_prior_year_median: 0~hospitalizations_prior_year_mad: 0~GP_visits_prior_year_median: 1~GP_visits_prior_year_mad: 1.48~other: Never been in exercise/rehabilitation: 80%~other: Never used technology: 85%~other: No medications on hold: 63%,2,home-based remote monitoring with active hospital-based RT monitoring and weekly calls; clinical responsibility lies with hospital respirologist/RT,moderate,"Step 1 split: clinical responsibility lies with hospital specialist (suggests 2), but delivery is home-based via kit (suggests 3). Step 2 provider type (hospital-employed RT provides active monitoring and calls) confirmed 2.",0,,,,1,patients without Wi-Fi internet access in their homes; inability to use the technology because of physical or cognitive impairment,1,"Cloud DX Connected Health Kit including tablet, Pulsewave wrist cuff monitor, oximeter, weighing scale, and thermometer",False,,0,,1,option to email or call clinic with nonemergency questions; Cloud DX staff monitored extreme levels and contacted patients; regular bug fixes throughout trial,True,,,Never used technology: 85%,True,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:13:03.910172'}",Secondary
5232,control,standard care,False,,40,182.0,0.0,182.0,False,,COPD,47.5,52.5,19.0,21.0,False,,72.78,9.16,,,,,"Median 24.65, MAD 6.67",129.36,15.86,76.76,7.55,,Currently smoking: 23%~Never smoked: 3%,,,,"Years since quitting: median 15, MAD 17.79 (n=29)",,,"Median 0.45, MAD 0.22",disease_duration_years_median: 4~disease_duration_years_mad: 3.71~FEV1_L_median: 1.09~FEV1_L_mad: 0.47~FEV1_FVC_ratio_median: 0.56~FEV1_FVC_ratio_mad: 0.18~CAT_mean: 20.42~CAT_sd: 7.68~exacerbations_prior_year_median: 1~exacerbations_prior_year_mad: 1.48~ED_visits_prior_year_median: 0~ED_visits_prior_year_mad: 0~hospitalizations_prior_year_median: 0~hospitalizations_prior_year_mad: 0~GP_visits_prior_year_median: 1.5~GP_visits_prior_year_mad: 2.22~other: Never been in exercise/rehabilitation: 58%~other: Never used technology: 68%~other: No medications on hold: 63%,2,standard care at hospital-based respiratory clinic,high,,0,,,,1,patients without Wi-Fi internet access in their homes; inability to use the technology because of physical or cognitive impairment,0,,False,,0,,0,,True,,,Never used technology: 68%,True,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:13:03.910172'}",Secondary
5339,treat1,"telehealth program (Condition Coach with web portal, activity coach, self-management diary, teleconsultation)",False,,12,270.0,0.0,270.0,False,,COPD,50.0,50.0,6.0,6.0,False,,64.1,9.0,,,25.3,4.2,,,,,,,Smokers: 4 (36.36%)~Nonsmokers: 7 (63.64%)~non-smoking (inferred): 1,,,,,,,Median 50.0 (IQR 33.3-61.5),6MWD_mean: 409.5~6MWD_sd: 111.6~MRC_median: 3.0~MRC_iqr: 2.0-3.3~CCQ_mean: 2.0~CCQ_sd: 1.0~other: MFI general fatigue median 12.0 (IQR 10.0-16.0)~EQ5D_VAS_mean: 64.1~EQ5D_VAS_sd: 15.9~EQ5D_mean: 0.75~EQ5D_sd: 0.09~other: BPAQ mean 7.1 (SD 1.4),2,home-based telehealth program with remote support from primary care physiotherapists and hospital-based chest physician/nurse practitioner,moderate,"Step 1 split: clinical responsibility shared between primary care physiotherapist (suggests 1) and hospital specialist (suggests 2); delivery home-based (suggests 3). Step 2: provider type includes hospital nurse practitioner and chest physician, confirming 2.",0,,,,1,computer with Internet access at home required,0,,False,,1,instructions from physiotherapist on web portal; two 90-minute self-management teaching sessions to learn how to complete daily diary,0,,False,,,,True,,,,Employed: 5 (41.67%)~Unemployed: 7 (58.33%),,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:13:17.383385'}",Secondary
5339,control,usual care,False,,12,270.0,0.0,270.0,False,,COPD,50.0,50.0,6.0,6.0,False,,62.8,7.4,,,28.2,4.6,,,,,,,Smokers: 4 (33.33%)~Nonsmokers: 8 (66.67%),,,,,,,Median 36.0 (IQR 26.0-53.5),6MWD_mean: 313.0~6MWD_sd: 79.4~MRC_median: 4.0~MRC_iqr: 3.0-4.0~CCQ_mean: 2.7~CCQ_sd: 0.8~other: MFI general fatigue median 16.0 (IQR 11.0-20.0)~EQ5D_VAS_mean: 65.0~EQ5D_VAS_sd: 12.0~EQ5D_mean: 0.69~EQ5D_sd: 0.14~other: BPAQ mean 6.2 (SD 1.3),2,usual care as outpatients; recruited from hospital outpatient clinic and primary care practices,moderate,"No specific setting described for control; inherited from recruitment site (hospital outpatient clinic, secondary care). Usual care could involve GP or chest physician.",0,,,,1,computer with Internet access at home required,0,,False,,0,,0,,False,,,,True,,,,Employed: 2 (18.18%)~Unemployed: 9 (81.82%),,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:13:17.383385'}",Secondary
5343,treat1,telerehabilitation intervention (activity coach + web portal) added to usual care,False,,14,28.0,0.0,28.0,False,,COPD,42.86,57.14,6.0,8.0,False,,65.2,9.0,,,28.4,7.8,,,,,,,Current: 1 (7.14%)~Former: 13 (92.86%),,,,,48.7,16.7,,MRC_mean: 2.0~MRC_sd: 0.9~CCQ_total_mean: 2.0~CCQ_total_sd: 0.8~other: MFI general fatigue: 12.5 (SD 4.0)~other: MFI physical fatigue: 13.1 (SD 3.7)~other: MFI reduced activity: 9.9 (SD 3.7)~other: MFI reduced motivation: 9.0 (SD 3.8)~other: MFI mental fatigue: 6.8 (SD 3.2)~other: Physiotherapy at baseline: 11 (78.57%),2,Home-based telerehabilitation (activity coach and web portal) with clinical responsibility under chest physician; usual care includes physiotherapy at local practices,moderate,"Step 1 split: clinical responsibility lies with chest physician (suggests 2), delivery is home-based (suggests 3). Step 2b recruitment from chest physician confirmed 2.",0,,,,1,internet access at home required,0,,False,,1,two 90-minute self-management sessions to learn how to complete the daily diary on the web portal,0,,False,,,,True,,,,Employed: 4 (28.57%)~Unemployed: 10 (71.43%),,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:03:54.222270', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention', 'control']}}",Secondary
5343,control,usual care (medication and physiotherapy),False,,16,28.0,0.0,28.0,False,,COPD,31.25,68.75,5.0,11.0,False,,67.9,5.7,,,29.2,4.7,,,,,,,Current: 3 (18.75%)~Former: 13 (81.25%),,,,,56.4,10.6,,MRC_mean: 2.3~MRC_sd: 1.4~CCQ_total_mean: 1.8~CCQ_total_sd: 1.0~other: MFI general fatigue: 11.6 (SD 4.4)~other: MFI physical fatigue: 11.6 (SD 3.5)~other: MFI reduced activity: 9.9 (SD 4.0)~other: MFI reduced motivation: 9.3 (SD 3.4)~other: MFI mental fatigue: 6.6 (SD 3.8)~other: Physiotherapy at baseline: 13 (81.25%),2,Usual care includes medication and physiotherapy at local physiotherapy practices; clinical responsibility under chest physician,moderate,"Step 1 split: clinical responsibility lies with chest physician (suggests 2), delivery location is local physiotherapy practices (suggests 1 or 3). Step 2b recruitment from chest physician confirmed 2.",0,,,,1,internet access at home required,0,,False,,0,,0,,False,,,,True,,,,Employed: 3 (18.75%)~Unemployed: 13 (81.25%),,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:03:54.222270', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention', 'control']}}",Secondary
5534,treat1,telerehabilitation with supervised exercise training via desktop videoconferencing,False,,19,56.0,0.0,56.0,False,,COPD,36.84,63.16,7.0,12.0,False,,73.0,8.0,,,28.0,4.0,,,,,,,Current: 1 (5.26%)~non-smoking (inferred): 18,45.0,26.0,,,60.0,23.0,,"BODE_mean: 6~BODE_sd: 1~mMRC_mean: 2~mMRC_sd: 1~FEV1_L_mean: 1.3~FEV1_L_sd: 2.2~FVC_L_mean: 2.6~FVC_L_sd: 0.7~FVC_pct_mean: 89~FVC_pct_sd: 25~FEV1_FVC_ratio_mean: 51~FEV1_FVC_ratio_sd: 14~TLC_pct_mean: 103~TLC_pct_sd: 30~FRC_pct_mean: 115~FRC_pct_sd: 28~RV_pct_mean: 133~RV_pct_sd: 40~RV_TLC_ratio_mean: 52~RV_TLC_ratio_sd: 6~DLCO_pct_mean: 56~DLCO_pct_sd: 18~GOLD_stage: I: 26.32%, II: 31.58%, III: 42.11%, IV: 0.00%~comorbid_cardiac_pct: 31.58%~comorbid_hypertension_pct: 36.84%~comorbid_diabetes_pct: 21.05%~comorbid_CVA_pct: 5.26%~comorbid_depression_pct: 10.53%~comorbid_anxiety_pct: 0.00%~comorbid_musculoskeletal_pct: 47.37%~comorbid_hip_OA_pct: 10.53%~comorbid_back_OA_pct: 10.53%~comorbid_polymyalgia_pct: 5.26%~CRDQ_total_mean: 90~CRDQ_total_sd: 18~CRDQ_dyspnea_mean: 17~CRDQ_dyspnea_sd: 7~CRDQ_fatigue_mean: 15~CRDQ_fatigue_sd: 5~CRDQ_emotion_mean: 35~CRDQ_emotion_sd: 9~CRDQ_mastery_mean: 22~CRDQ_mastery_sd: 4~CAT_mean: 16~CAT_sd: 7~other: PRAISE_mean: 46~other: PRAISE_sd: 9~HADS_anxiety_mean: 5~HADS_anxiety_sd: 4~HADS_depression_mean: 5~HADS_depression_sd: 3~other: FPI_SF_total_mean: 66~other: FPI_SF_total_sd: 13~SpO2_mean: 89~SpO2_sd: 6~HR_mean: 101~HR_sd: 26~other: dyspnoea_isotime_mean: 4~other: dyspnoea_isotime_sd: 2~steps_per_day_mean: 2969~steps_per_day_sd: 1436~sedentary_min_per_day_mean: 1185~sedentary_min_per_day_sd: 131~other: light_PA_min_per_day_mean: 196~other: light_PA_min_per_day_sd: 125~other: moderate_PA_min_per_day_mean: 23~other: moderate_PA_min_per_day_sd: 21~other: vigorous_PA_min_per_day_mean: 1~other: vigorous_PA_min_per_day_sd: 2~other: very_vigorous_PA_min_per_day_mean: 0~other: very_vigorous_PA_min_per_day_sd: 0",2,home-based telerehabilitation supervised by hospital-based physiotherapist via videoconferencing,moderate,"Step 1 split: clinical responsibility with hospital physiotherapist (suggests 2), delivery at home (suggests 3). Step 2 provider type (hospital-employed physiotherapist) and recruitment source (tertiary hospital) confirmed 2.",2,PRAISE,46.0,SD 9,0,,1,"laptop computer, cycle ergometer, pulse oximeter provided",False,,1,booklet and face-to-face education session on equipment use,0,,True,,,Computer usage: Never used before: 32%~Computer usage: Used in the past but not currently using: 10%~Computer usage: Used in the past and currently using: 58%,True,,,,Employed: 26%~Retired: 74%,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:04:55.287089', 'study_info': {'n_arms': 2, 'arm_labels': ['telerehabilitation', 'control']}}",Secondary
5534,control,usual medical management with no exercise training,False,,17,56.0,0.0,56.0,False,,COPD,64.71,35.29,11.0,6.0,False,,75.0,9.0,,,28.0,5.0,,,,,,,Current: 1 (5.88%)~non-smoking (inferred): 16,49.0,35.0,,,68.0,19.0,,"BODE_mean: 6~BODE_sd: 1~mMRC_mean: 2~mMRC_sd: 1~FEV1_L_mean: 1.4~FEV1_L_sd: 0.5~FVC_L_mean: 2.6~FVC_L_sd: 0.6~FVC_pct_mean: 98~FVC_pct_sd: 17~FEV1_FVC_ratio_mean: 56~FEV1_FVC_ratio_sd: 12~TLC_pct_mean: 106~TLC_pct_sd: 13~FRC_pct_mean: 116~FRC_pct_sd: 4~RV_pct_mean: 122~RV_pct_sd: 23~RV_TLC_ratio_mean: 51~RV_TLC_ratio_sd: 6~DLCO_pct_mean: 70~DLCO_pct_sd: 19~GOLD_stage: I: 35.29%, II: 35.29%, III: 29.41%, IV: 0.00%~comorbid_cardiac_pct: 23.53%~comorbid_hypertension_pct: 58.82%~comorbid_diabetes_pct: 0.00%~comorbid_CVA_pct: 5.88%~comorbid_depression_pct: 5.88%~comorbid_anxiety_pct: 5.88%~comorbid_musculoskeletal_pct: 29.41%~comorbid_hip_OA_pct: 11.76%~comorbid_back_OA_pct: 11.76%~comorbid_polymyalgia_pct: 0.00%~CRDQ_total_mean: 88~CRDQ_total_sd: 23~CRDQ_dyspnea_mean: 18~CRDQ_dyspnea_sd: 8~CRDQ_fatigue_mean: 15~CRDQ_fatigue_sd: 7~CRDQ_emotion_mean: 33~CRDQ_emotion_sd: 9~CRDQ_mastery_mean: 21~CRDQ_mastery_sd: 5~CAT_mean: 15~CAT_sd: 6~other: PRAISE_mean: 46~other: PRAISE_sd: 9~HADS_anxiety_mean: 6~HADS_anxiety_sd: 4~HADS_depression_mean: 5~HADS_depression_sd: 3~other: FPI_SF_total_mean: 66~other: FPI_SF_total_sd: 14~SpO2_mean: 92~SpO2_sd: 3~HR_mean: 111~HR_sd: 23~other: dyspnoea_isotime_mean: 4~other: dyspnoea_isotime_sd: 2~steps_per_day_mean: 3243~steps_per_day_sd: 3224~sedentary_min_per_day_mean: 1196~sedentary_min_per_day_sd: 108~other: light_PA_min_per_day_mean: 175~other: light_PA_min_per_day_sd: 106~other: moderate_PA_min_per_day_mean: 33~other: moderate_PA_min_per_day_sd: 36~other: vigorous_PA_min_per_day_mean: 4~other: vigorous_PA_min_per_day_sd: 12~other: very_vigorous_PA_min_per_day_mean: 0~other: very_vigorous_PA_min_per_day_sd: 0",2,usual medical management; participants recruited from tertiary hospital PR programme,low,No explicit setting described. Step 3 best guess based on recruitment from tertiary hospital PR programme; coded 2. Alternative: 1 if usual care is GP-managed.,2,PRAISE,46.0,SD 9,0,,0,,False,,0,,0,,True,,,Computer usage: Never used before: 12%~Computer usage: Used in the past but not currently using: 12%~Computer usage: Used in the past and currently using: 76%,True,,,,Employed: 6%~Retired: 94%,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:04:55.287089', 'study_info': {'n_arms': 2, 'arm_labels': ['telerehabilitation', 'control']}}",Secondary
5563,treat1,telehealthcare with tablet and peripherals,False,,578,365.0,0.0,365.0,False,,COPD,51.73,48.27,299.0,279.0,False,,69.55,9.36,,,,,,,,,,,Non-smokers: 59.34%~Smokers: 33.91%,,,,,47.7,18.05,,disease_duration_years_mean: 7.80~disease_duration_years_sd: 6.23~FVC_pct_mean: 70.38~FVC_pct_sd: 20.02~comorbid_diabetes_pct: 10.21%~comorbid_IHD_pct: 32.70%~comorbid_mental_health_pct: 4.84%~comorbid_musculoskeletal_pct: 24.91%~comorbid_cancer_pct: 6.06%~EQ5D_mean: 0.706~EQ5D_sd: 0.202,3,home-based telehealth monitoring with municipality nurse oversight; GP sets threshold values but does not actively monitor,moderate,"Step 1 split: clinical responsibility shared between GP (suggests 1) and municipality nurses (suggests 3), delivery at home (suggests 3). Step 2 provider type (municipality nurses) confirms 3.",0,,,,1,no phone line or GSM coverage,1,"tablet (Samsung Galaxy), fingertip pulse oximeter, digital blood pressure monitor, scale",False,,1,nurse demonstrated tablet use and instructed in physical measurements; 45-min follow-up visit at 3-4 weeks,1,IT specialists handle technical support and maintenance; nurses available by telephone,False,,,,True,,,Married/in a relationship: 55.88%~Single: 20.42%~Widow/widower: 16.78%,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:07:03.520682'}",Community
5563,control,usual care,False,,647,365.0,0.0,365.0,False,,COPD,56.26,43.74,364.0,283.0,False,,70.33,9.11,,,,,,,,,,,Non-smokers: 63.06%~Smokers: 29.21%,,,,,48.37,18.94,,disease_duration_years_mean: 7.70~disease_duration_years_sd: 5.79~FVC_pct_mean: 74.34~FVC_pct_sd: 22.33~comorbid_diabetes_pct: 9.89%~comorbid_IHD_pct: 31.84%~comorbid_mental_health_pct: 4.79%~comorbid_musculoskeletal_pct: 29.37%~comorbid_cancer_pct: 4.79%~EQ5D_mean: 0.716~EQ5D_sd: 0.185,1,usual care with GP as primary responsible clinician; care delivered at GP practice and through home nursing,high,,0,,,,1,no phone line or GSM coverage,0,,False,,0,,0,,False,,,,True,,,Married/in a relationship: 54.25%~Single: 22.10%~Widow/widower: 16.54%,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:07:03.520682'}",Primary
5660,treat1,home-based maintenance tele-rehabilitation,False,,47,420.0,0.0,420.0,False,,COPD,6.38,93.62,3.0,44.0,False,,66.9,9.6,,,28.0,5.3,,,,,,,Current: 14.89%~Former: 85.11%,,,,,49.6,21.9,,FEV1_L_mean: 1.55~FEV1_L_sd: 0.80~FVC_L_mean: 3.07~FVC_L_sd: 0.90~FVC_pct_mean: 80.7~FVC_pct_sd: 20.2~FEV1_FVC_ratio_mean: 47.0~FEV1_FVC_ratio_sd: 14.1~VC_pct_mean: 83.6~VC_pct_sd: 20.6~IC_pct_mean: 81.7~IC_pct_sd: 33.0~TLC_pct_mean: 118.8~TLC_pct_sd: 30.3~FRC_pct_mean: 158.5~FRC_pct_sd: 60.5~RV_pct_mean: 184.6~RV_pct_sd: 80.6~DLCO_pct_mean: 53.5~DLCO_pct_sd: 19.9~SpO2_mean: 93.0~SpO2_sd: 3.0~6MWD_mean: 389.1~6MWD_sd: 91.3~BODE_mean: 3.5~BODE_sd: 2.7~mMRC_mean: 2.3~mMRC_sd: 1.0~LTOT_pct: 27.66%~exacerbations_prior_year_mean: 3.3~exacerbations_prior_year_sd: 1.3~comorbid_cardiovascular_pct: 29.79%~CPET_Wmax_mean: 63~CPET_Wmax_sd: 33~SGRQ_total_mean: 46.2~SGRQ_total_sd: 19.7~CAT_mean: 17.6~CAT_sd: 8.1~other: LAMA n: 36~other: LABA n: 22~other: ICS n: 32,2,home-based tele-rehabilitation with remote specialist support from hospital-based team,moderate,"Step 1 split: clinical responsibility with hospital specialist (suggests 2), delivery at home (suggests 3). Step 2 provider type (hospital-employed healthcare professionals) and recruitment from outpatient clinic confirmed 2.",0,,,,1,difficulties to managing electronic devices that precluded interactions with the tablet,1,"multimodal apparatus (MIR Spirodoc), tablet (Lenovo Smart Tab II7), pedometer, and mobile communications network provided",False,,1,"training to use multimodal apparatus, tablet, and data transmission",0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:11:20.994486', 'study_info': {'n_arms': 3, 'arm_labels': ['home-based maintenance tele-rehabilitation', 'hospital-based, outpatient, maintenance rehabilitation', 'usual care']}}",Secondary
